SK Size,PK Size,Key Gen Time,Sign Size,Sign Time,Verify Time,Name
77,271,6.7810845375061035,423,9.921367645263672,8.807459592819214,HSIKE-4310
77,271,38.54888415336609,422,8.158591270446777,7.436773300170898,HSIKE-3412
75,271,1.8634707927703857,421,6.351432800292969,5.174038648605347,HSIKE-4410
77,271,20.779048919677734,423,4.496911287307739,4.269782304763794,HSIKE-666
77,271,7.9597837924957275,423,2.280940532684326,2.0544626712799072,HSIKE-6166
